director,geo_lat,geo_lng,id,location,release_year,title
Carlo Caldana,37.7720834,-122.5027536,38512C72-C383-4AAF-A463-7E10514985EF,"883 42nd Ave, San Francisco, CA 94121, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.7927762,-122.4110042,3F6712B6-CB78-4704-BED8-32D1372F86DB,"Mason St & Sacramento St, San Francisco, CA 94108, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.7852558,-122.4234062,5664A01C-30E3-4832-9DA1-8765295E4534,"1187 Franklin St, San Francisco, CA 94109, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.7921814,-122.4121737,0986D687-7F3E-4C19-988F-5790AF0F008D,"Huntington Park, California St & Taylor St, San Francisco, CA 94108, United States",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.797753,-122.4063,9AAE1D1E-CF1F-4E8F-83D0-CB74EC9A0BC3,"270 Columbus Ave, San Francisco, CA 94133, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.7401609,-122.4644488,E131B954-4382-4CBC-B88C-D8A57B6C718E,"1328 Portola Dr, San Francisco, CA 94127, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.7948569,-122.401515,1A49E160-EF5B-43F8-B6C1-E05DA49ADB39,"Sansome St & Clay St, San Francisco, CA 94111, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.7891114,-122.4020388,01D946C0-9EFA-4F35-8CD3-C57E67E22FD7,"Montgomery St & Post St, San Francisco, CA 94104, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.7481096,-122.4628456,5BB0DE36-1A7C-4A67-A142-97E9484476AE,"333 Pacheco St, San Francisco, CA 94116, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.7111874,-122.4471819,17B5457A-2C05-43FD-A889-2A996CA46FA6,"5630 Mission St, San Francisco, CA 94112, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.8037319,-122.4389606,58D6B037-BA06-434B-B5E5-2E84433BDC72,"87 Cervantes Blvd, San Francisco, CA 94123, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.7805582,-122.4791325,1D4FE4A5-1A2D-4CE5-8649-0E04169C1D44,"5546 Geary Blvd #2209, San Francisco, CA 94121, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.76068679999999,-122.4329885,9471F06E-780F-403B-97DB-347D2F809798,"510 Noe St, San Francisco, CA 94114, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.7852135,-122.4638934,03840A7A-C456-4746-ADE2-ACA43B1D4DF8,"4318 California St, San Francisco, CA 94118, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.743087,-122.4777317,0353912C-C356-47F9-83FC-C4EA693B3773,"1054 Taraval St, San Francisco, CA 94116, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.7647355,-122.4035563,DC245CA6-BE71-412B-BC3F-149054797ECD,"17th St & Kansas St, San Francisco, CA 94103, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.7792597,-122.4192646,AB4A27C7-446A-49FB-92FF-0E6B1BC5FE4C,"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.7363439,-122.5038779,6B6292C2-CF7B-41C1-8FE3-FDCA071BFB23,"2690 46th Ave, San Francisco, CA 94116, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.8032573,-122.4020082,735B2B5C-AF2F-43BF-A68B-E4E25F9ACDFD,"Greenwich St & Battery St, San Francisco, CA 94111, USA",2015,"Smile Again, Jenny Lee"
Carlo Caldana,37.7941981,-122.4300563,0837AE43-4CE2-44A3-BDD1-B076850D7906,"2100 Pacific Ave, San Francisco, CA 94115, USA",2015,"Smile Again, Jenny Lee"
Danny Boyle,37.7790928,-122.4207053,BF80DAE0-1290-4943-9A3E-834B8A463BFD,"401 Van Ness Ave #110, San Francisco, CA 94102, USA",2015,Steve Jobs
Danny Boyle,37.7776121,-122.420623,23E5B7AB-8269-46A3-9CC3-3500BA9054D8,"201 Van Ness Ave, San Francisco, CA 94102, USA",2015,Steve Jobs
Danny Boyle,37.7903515,-122.4064431,4E65F8ED-9D64-4685-9422-14A1CFFD8B24,"444 Stockton St, San Francisco, CA 94108, USA",2015,Steve Jobs
Danny Boyle,37.7918421,-122.4108428,E4005BA5-6E32-4BD8-AE7E-496EB6B9E5BC,"California St & Mason St, San Francisco, CA 94108, USA",2015,Steve Jobs
Danny Boyle,37.7919413,-122.4093364,9BB4BC6E-A49A-430A-B811-1E9A1AD8DE8B,"California St & Powell St, San Francisco, CA 94108, USA",2015,Steve Jobs
Danny Boyle,37.7954534,-122.4117282,B3791835-A94F-4799-8EB2-EF712AC15F79,"Jackson St & Mason St, San Francisco, CA 94133, USA",2015,Steve Jobs
Danny Boyle,37.7969361,-122.4053194,FF538BFA-9209-4CD6-A7B4-862FF581EF03,"Kearny St & Columbus Ave, San Francisco, CA 94133, USA",2015,Steve Jobs
Danny Boyle,37.794351,-122.4057097,640E074C-A141-4E5E-9E93-0128C712FD39,"Clay St & Walter U Lum Pl, San Francisco, CA 94108, USA",2015,Steve Jobs
Danny Boyle,37.7827442,-122.4064956,57CAD935-F1AA-41D6-B00A-BA51888B0204,"Mission St & 5th St, San Francisco, CA 94103, USA",2015,Steve Jobs
Danny Boyle,37.7560466,-122.4357106,42FC9CC1-F391-4DCA-8DC2-2392B2CCE5CE,"21st St & Collingwood St, San Francisco, CA 94114, USA",2015,Steve Jobs
Danny Boyle,37.7536259,-122.4341346,0CE869D2-02BC-4D47-AC74-2EDC4376CAAD,"1001 Castro St, San Francisco, CA 94114, USA",2015,Steve Jobs
Danny Boyle,37.756369,-122.4301273,39BD6C6A-400D-419C-8E77-5FC94F66D53E,"21st St & Sanchez St, San Francisco, CA 94114, USA",2015,Steve Jobs
Danny Boyle,37.7786,-122.4207995,47F77E49-0642-403C-8539-46D5A48FC4C3,"301 Van Ness Ave, San Francisco, CA 94102, USA",2015,Steve Jobs
Danny Boyle,37.7776121,-122.420623,A498C67E-AF84-42BA-B6F9-2868ED1EF3EC,"201 Van Ness Ave, San Francisco, CA 94102, USA",2015,Steve Jobs
Danny Boyle,37.7903515,-122.4064431,7596A871-499B-4CA2-90EC-F6DAAD4755F9,"444 Stockton St, San Francisco, CA 94108, USA",2015,Steve Jobs
Danny Boyle,37.7919413,-122.4093364,56024FF8-47ED-42AA-B149-738D87A2C77F,"California St & Powell St, San Francisco, CA 94108, USA",2015,Steve Jobs
Danny Boyle,37.7954534,-122.4117282,6B573611-2FAF-4045-BA17-6FAC74D3885F,"Jackson St & Mason St, San Francisco, CA 94133, USA",2015,Steve Jobs
Danny Boyle,37.7969143,-122.4053082,080FEC61-3FC1-428C-ACF2-A1E2D4139B7F,"Kearny St & Columbus Ave, San Francisco, CA 94133, USA",2015,Steve Jobs
Danny Boyle,37.794351,-122.4057097,3B51FB9D-296E-41AF-A4E6-1B96632983EF,"Clay St & Walter U Lum Pl, San Francisco, CA 94108, USA",2015,Steve Jobs
Danny Boyle,37.7827297,-122.4064955,958CCF30-3332-4B96-A190-163D64B07E46,"Mission St & 5th St, San Francisco, CA 94103, USA",2015,Steve Jobs
Danny Boyle,37.7560466,-122.4357106,A0C7B22A-3578-4459-8170-22C7B7A87336,"21st St & Collingwood St, San Francisco, CA 94114, USA",2015,Steve Jobs
Danny Boyle,37.7536259,-122.4341346,DD808C37-8196-4A60-8099-A1D7F917EBF2,"1001 Castro St, San Francisco, CA 94114, USA",2015,Steve Jobs
Danny Boyle,37.756369,-122.4301273,751C73A5-4B4E-4980-807F-3EE4DAEF2B46,"21st St & Sanchez St, San Francisco, CA 94114, USA",2015,Steve Jobs
Gabriele Muccino,37.80867300000001,-122.409821,C97C99A8-4821-424A-9577-B259215A2657,"The Embarcadero, San Francisco, CA 94133, USA",2015,Summertime
Gabriele Muccino,37.771972,-122.4144509,F727F635-F5EC-4280-84DB-0DB628D2A324,"298 11th St, San Francisco, CA 94103, USA",2015,Summertime
Gabriele Muccino,37.797071,-122.413562,A262B999-5EC4-42AE-AEAF-D48640A79868,"Broadway & Taylor St, San Francisco, CA 94133, United States",2015,Summertime
Gabriele Muccino,37.778958,-122.443791,2078DBC7-3D9B-498F-8577-5A7DA4CC31FE,"Turk St & Lyon St, San Francisco, CA 94115, USA",2015,Summertime
Gabriele Muccino,37.7690523,-122.4383774,4DD6A360-F2CC-4C59-97D7-799B09E362DA,"Duboce Ave & Buena Vista Ave E, San Francisco, CA 94117, USA",2015,Summertime
Gabriele Muccino,37.7700881,-122.4472166,8C573CDA-B477-496A-B76C-C9021B0C20A1,"-2913, United States, 1506 Haight St, San Francisco, CA 94117, United States",2015,Summertime
Gabriele Muccino,37.7774994,-122.433252,A2F8DC74-C9D7-44F1-BA3D-B2BB321977CE,"Alamo Square, San Francisco, CA, USA",2015,Summertime
Gabriele Muccino,37.7594733,-122.4515737,62953F5E-CD54-4517-87F8-D5E5F9A02A16,"Belgrave Ave & Stanyan St, San Francisco, CA 94117, USA",2015,Summertime
Gabriele Muccino,37.7921195,-122.4009645,CE5A834B-B8AC-41C0-8002-93897E50499C,"Sansome St & Pine St, San Francisco, CA 94104, USA",2015,Summertime
Gabriele Muccino,37.7959217,-122.4084077,FAA6248C-E4D4-4D9D-981F-CEA9DEB892B7,"Stockton St & Jackson St, San Francisco, CA 94133, USA",2015,Summertime
Gabriele Muccino,37.7921154,-122.4030045,AC6995C3-9EC7-41B8-95CF-9CE5E04BBF5C,"F9-10, 315 Montgomery St, San Francisco, CA 94104, USA",2015,Summertime
Gabriele Muccino,37.7579422,-122.4275639,E2935398-3FC6-4738-97AC-09328741AC10,"3885 20th St, San Francisco, CA 94114, USA",2015,Summertime
Gabriele Muccino,37.76955100000001,-122.433214,BB909ABC-9457-4C3E-A1EE-54750B47C549,"Duboce Park, San Francisco, CA 94117, USA",2015,Summertime
Gabriele Muccino,37.769982,-122.4327866,DFE2B459-3E18-4310-8E9A-07B4E6242638,"53 Potomac St, San Francisco, CA 94117, USA",2015,Summertime
Gabriele Muccino,37.8079996,-122.4177434,F140C9FD-0FC6-48EE-8985-12B96DF2BFD2,"Fisherman's Wharf, San Francisco, CA, USA",2015,Summertime
Gabriele Muccino,37.771972,-122.4144509,96FC82EC-2397-41B1-9CEC-D2DBE4A25EA0,"298 11th St, San Francisco, CA 94103, USA",2015,Summertime
Gabriele Muccino,37.797071,-122.413562,B342ED6C-913D-4961-8AC9-8104AFB7A1C8,"Broadway & Taylor St, San Francisco, CA 94133, United States",2015,Summertime
Gabriele Muccino,37.7815527,-122.4239413,5F67EBB3-D26C-42E0-94C8-4EA97C627706,"Turk St, San Francisco, CA, USA",2015,Summertime
Gabriele Muccino,37.7690523,-122.4383774,3BC9E6C6-F242-4715-8B1B-E5B5DB305ACC,"Duboce Ave & Buena Vista Ave E, San Francisco, CA 94117, USA",2015,Summertime
Gabriele Muccino,37.7700881,-122.4472166,E29E1000-854F-426F-AEBD-03F13879ED9E,"-2913, United States, 1506 Haight St, San Francisco, CA 94117, United States",2015,Summertime
Gabriele Muccino,37.7774994,-122.433252,A98877CF-7BED-4982-A5BC-74EDE04AC6FF,"Alamo Square, San Francisco, CA, USA",2015,Summertime
Gabriele Muccino,37.7594733,-122.4515737,637C3C0C-A271-48E9-A97B-6EE380425552,"Belgrave Ave & Stanyan St, San Francisco, CA 94117, USA",2015,Summertime
Gabriele Muccino,37.7907632,-122.4040735,8D726183-F542-4B8E-9B13-EA2BDCD5298C,"Kearny St & Bush St, San Francisco, CA 94108, USA",2015,Summertime
Gabriele Muccino,37.7959217,-122.4084077,98D5F64B-17BC-4E66-8DA0-F821F71A0566,"Stockton St & Jackson St, San Francisco, CA 94133, USA",2015,Summertime
Gabriele Muccino,37.7921,-122.403,D403FCE9-834C-4561-B6FE-A5CC23A7975D,"315 Montgomery Street 9th and 10th, San Francisco, CA 94104, United States",2015,Summertime
Gabriele Muccino,37.7579422,-122.4275639,35290492-D69B-4E85-BE77-CE65DA6307B2,"3885 20th St, San Francisco, CA 94114, USA",2015,Summertime
Gabriele Muccino,37.76955100000001,-122.433214,ADAFED2A-A457-4932-A6A0-02994B09FA0C,"Duboce Park, San Francisco, CA 94117, USA",2015,Summertime
Gabriele Muccino,37.769982,-122.4327866,75AB57CC-B00B-4858-A98F-0A35146ECDAD,"53 Potomac St, San Francisco, CA 94117, USA",2015,Summertime
Alan Taylor,37.7658488,-122.406571,40ABF91F-EB2F-4EDD-B4DC-74CA4F63D673,"16th St & Utah St, San Francisco, CA 94103, USA",2015,Terminator - Genisys
Alan Taylor,37.7761203,-122.4205138,EC204012-B018-4A62-AD61-05D34A1C3FD4,"155 Fell St, San Francisco, CA 94102, USA",2015,Terminator - Genisys
Alan Taylor,37.796504,-122.4100932,0C5F9F7A-49DF-4ACB-8F27-1E3C0DDD341B,"Powell St, San Francisco, CA, USA",2015,Terminator - Genisys
Alan Taylor,37.7392503,-122.4239421,DBB6C2A7-A535-4086-87BB-569F3B4B34CB,"Mission St, California, USA",2015,Terminator - Genisys
Alan Taylor,37.7832203,-122.4090909,7AF03C3D-D6BE-4F29-8D93-36EA76B0B418,"Market St & Mason St, San Francisco, CA 94102, USA",2015,Terminator - Genisys
Alan Taylor,37.790797,-122.4190635,DA3606EA-7B06-4C1F-9B90-BADA1E765C26,"California St & Larkin St, San Francisco, CA 94109, USA",2015,Terminator - Genisys
Alan Taylor,37.7914327,-122.4141161,4FC3807C-9028-4BA3-900A-C032B54A0181,"California St & Jones St, San Francisco, CA 94109, USA",2015,Terminator - Genisys
Alan Taylor,37.7902649,-122.4155825,CE5A322C-20A1-4B0F-B0B4-4CDC47B651DB,"Pine St & Leavenworth St, San Francisco, CA 94109, USA",2015,Terminator - Genisys
Alan Taylor,37.7915675,-122.3899424,7D7947A3-4C6B-48BD-80CC-C37C717C7187,"Rincon Park, The Embarcadero & Folsom St, San Francisco, CA 94105, United States",2015,Terminator - Genisys
Alan Taylor,37.7883421,-122.406486,D058F557-618F-4E45-BEA0-3A67C1DA451C,"260 Stockton St, San Francisco, CA 94108, USA",2015,Terminator - Genisys
Alan Taylor,37.7939422,-122.396319,5E749D14-FB07-4F62-94D5-CE1A1221F3EA,"Drumm & California, 5 Embarcadero Center, San Francisco, CA 94111, USA",2015,Terminator - Genisys
Alan Taylor,37.7955703,-122.3933208,36F5D3B6-1D7D-4F28-A711-478A53182E8E,"Ferry Building, 1 Ferry Building, San Francisco, CA 94111, USA",2015,Terminator - Genisys
Alan Taylor,37.7908224,-122.412148,F2CCD252-90AC-45BA-B2B6-EDC733A489B8,"996 Pine St, San Francisco, CA 94108, USA",2015,Terminator - Genisys
Alan Taylor,37.7981747,-122.399607,6E9CAAC7-BA07-4F3B-8804-38C3CD51A696,"750 Front St, San Francisco, CA 94111, USA",2015,Terminator - Genisys
Alan Taylor,37.7879938,-122.4074374,AD4D3B55-A3D5-4DB1-B158-FCD69983D48A,"Union Square, San Francisco, CA 94108, USA",2015,Terminator - Genisys
Alan Taylor,37.7982799,-122.3778182,B4A59DEB-2486-44B3-A94D-E05558127EE0,"San Francisco – Oakland Bay Bridge, San Francisco – Oakland Bay Bridge, San Francisco, CA, USA",2015,Terminator - Genisys
Alan Taylor,37.7392503,-122.4239421,3FA8BA5A-BB66-4997-BA71-AE3B89F3616B,"Mission St, California, USA",2015,Terminator - Genisys
Alan Taylor,37.7903515,-122.4064431,58C71E33-889D-4E70-BF2B-76271ED13549,"444 Stockton St, San Francisco, CA 94108, USA",2015,Terminator - Genisys
Alan Taylor,37.790372,-122.4071706,7FCFFD0A-DE5B-4373-965B-54BAD6E24564,"Stockton St & Bush St, San Francisco, CA 94108, USA",2015,Terminator - Genisys
Alan Taylor,37.7873778,-122.4082389,BA562393-E22E-4955-9529-A595526193D6,"Powell St & Geary St, San Francisco, CA 94102, USA",2015,Terminator - Genisys
Alan Taylor,37.7932577,-122.3944272,6A19BF42-5A0B-4902-AA58-63F130A2CC34,"F36 One Market, One Market Plaza, Market St, San Francisco, CA 94105, United States",2015,Terminator - Genisys
Alan Taylor,37.80867300000001,-122.409821,7CEA7639-3584-4B37-8ACE-88F10029C406,"The Embarcadero, San Francisco, CA 94133, USA",2015,Terminator - Genisys
Alan Taylor,37.7937577,-122.3910209,94E69BD2-782E-4BB7-A7E4-A71E980D67E2,"Pier 14, San Francisco, CA 94105, USA",2015,Terminator - Genisys
Alan Taylor,37.7887999,-122.4020056,2DAE3FE0-F734-48B4-9CED-3C8751E29603,"Montgomery St & Market St, San Francisco, CA 94104, USA",2015,Terminator - Genisys
Alan Taylor,37.7658488,-122.406571,CC721E2D-40C8-48F0-A03B-5663A9D763C0,"16th St & Utah St, San Francisco, CA 94103, USA",2015,Terminator - Genisys
Alan Taylor,37.8021954,-122.4244616,E1B4049C-AB30-47C5-9E56-AA327BEB117F,"2850 Van Ness Ave, San Francisco, CA 94109, USA",2015,Terminator - Genisys
Alan Taylor,37.796504,-122.4100932,FEEBB931-C735-4934-B502-43011869CAD0,"Powell St, San Francisco, CA, USA",2015,Terminator - Genisys
Alan Taylor,37.7899543,-122.3975141,2D8FA8CC-502F-4E09-816F-5DCAB6B610B9,"Mission St & 1st St, San Francisco, CA 94105, USA",2015,Terminator - Genisys
Alan Taylor,37.7832203,-122.4090909,4107B307-C13C-4CC3-A606-3EB682DDFE3A,"Market St & Mason St, San Francisco, CA 94102, USA",2015,Terminator - Genisys
Alan Taylor,37.790797,-122.4190635,803A0CBB-1213-4B67-9BD7-8B6FC5FA96BD,"California St & Larkin St, San Francisco, CA 94109, USA",2015,Terminator - Genisys
Alan Taylor,37.7914327,-122.4141161,84370A0F-4278-4000-AC58-CBD10116C6BF,"California St & Jones St, San Francisco, CA 94109, USA",2015,Terminator - Genisys
Alan Taylor,37.7902649,-122.4155825,9E44BF96-E8C1-4D38-96A3-1A41C8B159FC,"Pine St & Leavenworth St, San Francisco, CA 94109, USA",2015,Terminator - Genisys
Alan Taylor,37.7939422,-122.396319,FE966798-B962-4AE6-B25A-41CC60BF9877,"Drumm & California, 5 Embarcadero Center, San Francisco, CA 94111, USA",2015,Terminator - Genisys
Alan Taylor,37.7883421,-122.406486,B6E8D4FA-134D-45B6-ACD2-DF7F9B51C2E7,"260 Stockton St, San Francisco, CA 94108, USA",2015,Terminator - Genisys
Alan Taylor,37.7939422,-122.396319,E4564746-B476-486D-A985-35947C96197D,"Drumm & California, 5 Embarcadero Center, San Francisco, CA 94111, USA",2015,Terminator - Genisys
Alan Taylor,37.7955703,-122.3933208,98D96283-0764-4838-BC97-C822F97F691B,"Ferry Building, 1 Ferry Building, San Francisco, CA 94111, USA",2015,Terminator - Genisys
Alan Taylor,37.787654,-122.4034594,74CB8438-59A8-4486-BE00-F7E5EBD632C9,"Market St & Kearny St, San Francisco, CA 94102, USA",2015,Terminator - Genisys
Alan Taylor,37.7920406,-122.3981194,4C87159A-A024-40D7-98B3-41D3A4F42779,"Market St & Front St, San Francisco, CA 94111, USA",2015,Terminator - Genisys
Alan Taylor,37.7879938,-122.4074374,864C3027-8405-41E9-A079-4FA4E67ECC87,"Union Square, San Francisco, CA 94108, USA",2015,Terminator - Genisys
Alan Taylor,37.7982799,-122.3778182,CD2923A4-06E7-436B-9EEA-3C22356963D6,"San Francisco – Oakland Bay Bridge, San Francisco – Oakland Bay Bridge, San Francisco, CA, USA",2015,Terminator - Genisys
Alan Taylor,37.7392503,-122.4239421,0D6B132A-9BC4-4292-95B5-9539F93A3998,"Mission St, California, USA",2015,Terminator - Genisys
Alan Taylor,37.7903515,-122.4064431,BD45A99D-C9E7-486F-8AE0-30E0A349181A,"444 Stockton St, San Francisco, CA 94108, USA",2015,Terminator - Genisys
Alan Taylor,37.7903715,-122.4071767,48AD466E-64A2-4B25-8CDB-8CBE54798C8E,"Stockton St & Bush St, San Francisco, CA 94108, USA",2015,Terminator - Genisys
Alan Taylor,37.7873778,-122.4082389,9B9B8AFD-598A-42E6-BCAE-7B1DC19491A4,"Powell St & Geary St, San Francisco, CA 94102, USA",2015,Terminator - Genisys
Alan Taylor,37.7941414,-122.3947602,DEEE3094-C8A8-4E4F-AD8C-C6C51728728F,"1 Market St, San Francisco, CA 94105, USA",2015,Terminator - Genisys
Alan Taylor,37.80867300000001,-122.409821,05207A38-28E6-4FFB-A742-6A23C2E722DD,"The Embarcadero, San Francisco, CA 94133, USA",2015,Terminator - Genisys
Alan Taylor,37.7937577,-122.3910209,8D288608-A24D-4DCE-BFAE-D072E95D9326,"Pier 14, San Francisco, CA 94105, USA",2015,Terminator - Genisys
Alan Taylor,37.7888235,-122.4019899,95763836-5811-4507-A0A8-7D9C73244B00,"Montgomery St & Market St, San Francisco, CA 94104, USA",2015,Terminator - Genisys
Marielle Heller,37.764853,-122.4188975,9B6591C7-693B-4D9A-940C-6B8821B4D580,"2961 16th St, San Francisco, CA 94103, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7976253,-122.4059732,29C43E46-A5E4-43B8-9DC0-3C9AA435344E,"12 William Saroyan Place, San Francisco, CA 94133, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7772502,-122.5125725,9C3B82B9-E289-4FF6-A8A0-6AC08B428092,"Point Lobos Ave, San Francisco, CA 94121, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7607559,-122.403488,BA025243-9E55-49D0-9E91-67EABF6F1F08,"700 Kansas St, San Francisco, CA 94107, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7888519,-122.444892,3E305343-9E46-4717-98EE-A0A2789A2DE5,"3150 Sacramento St, San Francisco, CA 94115, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.797001,-122.42225,96A7B569-13C1-4B9E-A4B5-E1143F0E6689,"2201 Polk St, San Francisco, CA 94109, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7570539,-122.3878253,27A5ED9B-373A-4B92-ACC5-8143535444BA,"2565 3rd St #240, San Francisco, CA 94107, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.8052968,-122.4236765,2F9E13E7-712F-42E4-9FB7-D1F65EBD35AA,"Polk St & North Point St, San Francisco, CA 94109, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.771831,-122.43489,2B060585-9362-47D4-A35E-DBD1E043CD5E,"770 Haight St, San Francisco, CA 94117, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.759931,-122.4477144,C9BD3421-0192-452D-BE9C-41E0F7414DB5,"Tank Hill, Twin Peaks Blvd, San Francisco, CA 94114, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7829633,-122.4678211,B9CF5497-4507-45A7-9E13-883A865D6159,"800 Clement St, San Francisco, CA 94118, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7344121,-122.4337293,F392251B-F28A-4AC7-A536-865F430177C5,"691 Chenery St, San Francisco, CA 94131, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7742084,-122.4261039,0C695665-E650-45E5-A0DE-E889026D2A78,"304 Lily St, San Francisco, CA 94102, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7864628,-122.418059,A78E9600-02E0-4F9F-B9DC-DE9215C43B16,"920 Larkin St, San Francisco, CA 94109, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.792032,-122.4208479,202700B6-A762-47FA-801F-4143AF5E3CEC,"1630 Polk St, San Francisco, CA 94109, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.8108709,-122.3668348,F3D256FA-16F6-4196-92A4-FEE0FBB59391,"Yerba Buena Island, San Francisco, CA, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.76486149999999,-122.4188964,CCE1B8CD-C764-44A4-93B5-F6507BDA7F8E,"2961 16th St, San Francisco, CA 94103, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7976253,-122.4059732,BD04AFF6-50A7-4922-8221-F82A239A9BDD,"12 William Saroyan Place, San Francisco, CA 94133, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7772502,-122.5125725,4B9D7151-B036-4781-9D79-4DF5B3AFE2BA,"Point Lobos Ave, San Francisco, CA 94121, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7607559,-122.403488,97F14049-DE7F-44D7-B844-66D0962010C8,"700 Kansas St, San Francisco, CA 94107, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7888519,-122.444892,DEDB9D83-CC23-480B-9372-F0B1700C9EEC,"3150 Sacramento St, San Francisco, CA 94115, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.797001,-122.42225,2E171F25-2BA7-4B45-8A9C-36697E06A448,"2201 Polk St, San Francisco, CA 94109, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.78717109999999,-122.4164509,53012888-1206-42A8-A605-54A6440CBC82,"895 Post St, San Francisco, CA 94109, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.8052968,-122.4236765,C5F75647-B838-4E4C-9DAC-99A155575B0A,"Polk St & North Point St, San Francisco, CA 94109, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.771831,-122.43489,5A624A48-456A-4697-BD37-E9C89134800C,"770 Haight St, San Francisco, CA 94117, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.759931,-122.4477144,D339F8C5-A3A0-441A-A29F-348A0FAE1759,"Tank Hill, Twin Peaks Blvd, San Francisco, CA 94114, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7829633,-122.4678211,BB245F57-8021-496D-B7D8-796F7A0B1F2E,"800 Clement St, San Francisco, CA 94118, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7344121,-122.4337293,40CA448F-96EB-40D3-8168-B02C97B4B376,"691 Chenery St, San Francisco, CA 94131, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7742084,-122.4261039,56E73456-88DF-4474-8DFE-E8135D6AC92B,"304 Lily St, San Francisco, CA 94102, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.7864628,-122.418059,D55E7835-D290-4D04-B205-E5A634A9FA88,"920 Larkin St, San Francisco, CA 94109, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.792032,-122.4208479,15F37A6D-DD68-4E70-8C6A-D98F016ABED8,"1630 Polk St, San Francisco, CA 94109, USA",2015,The Diary of a Teenage Girl
Marielle Heller,37.8108709,-122.3668348,AA4C62F4-A4FB-4401-B13E-0D6DBADA58DF,"Yerba Buena Island, San Francisco, CA, USA",2015,The Diary of a Teenage Girl
George Nolfi ,37.78670049999999,-122.4948301,E63405F2-0377-442E-B1B6-6F34C9907B79,"916 El Camino Del Mar, San Francisco, CA 94121, USA",2016,Birth of the Dragon
George Nolfi ,37.8110638,-122.4181442,3EAD9EA2-61C7-4FFC-8DBB-4C63563E1C3D,"Pier 45, Fisherman's Wharf, San Francisco, CA 94133, USA",2016,Birth of the Dragon
George Nolfi ,37.7985017,-122.4172437,FE053B4C-7842-439F-BEAB-9C82D0D110CC,"Leavenworth St & Green St, San Francisco, CA 94109, USA",2016,Birth of the Dragon
George Nolfi ,37.7994171,-122.4174331,69895139-6B2F-4970-A787-88DFEA220F2A,"Leavenworth St & Union St, San Francisco, CA 94109, USA",2016,Birth of the Dragon
George Nolfi ,37.7992091,-122.4190745,5812D1E0-1297-4EDF-94A2-3A77582022DE,"Hyde St & Union St, San Francisco, CA 94109, USA",2016,Birth of the Dragon
George Nolfi ,37.7924638,-122.405954,F51523FC-68ED-4958-A8F2-78C751054004,"California St & Grant Ave, San Francisco, CA 94108, USA",2016,Birth of the Dragon
