director,geo_lat,geo_lng,id,location,release_year,title
Charles Chaplin,37.7589107,-122.4147198,0A3A73EA-9D23-4D2D-A3F0-221DC008F6AC,"Folsom St & 20th St, San Francisco, CA 94110, USA",1915,A Jitney Elopement
Charles Chaplin,37.7694208,-122.4862138,430ACB10-4129-4C3A-B6C0-F837CF36F7A0,"Golden Gate Park, San Francisco, CA, USA",1915,A Jitney Elopement
Charles Chaplin,37.7589107,-122.4147198,51D181D2-57F9-4E52-8219-1F4514C6E537,"Folsom St & 20th St, San Francisco, CA 94110, USA",1915,A Jitney Elopement
Charles Chaplin,37.7694208,-122.4862138,C8D3BD94-380B-4360-8ADC-C43474052BB8,"Golden Gate Park, San Francisco, CA, USA",1915,A Jitney Elopement
Eric von Stroheim ,37.778507,-122.5139808,5A954595-7F41-41D1-9332-6FD4227833C0,"1090 Point Lobos Ave, San Francisco, CA 94121, USA",1924,Greed
Eric von Stroheim ,37.7903515,-122.4064431,3A74519C-B34F-45E8-802A-F91A6C83EB95,"444 Stockton St, San Francisco, CA 94108, USA",1924,Greed
Eric von Stroheim ,37.7764699,-122.4262854,E84E85D0-3B24-49C0-96CD-A77594DE2FC1,"Laguna St & Hayes St, San Francisco, CA 94102, USA",1924,Greed
Eric von Stroheim,37.778507,-122.5139808,09D5D49C-155E-4222-B2EA-8F134C4E1A5B,"1090 Point Lobos Ave, San Francisco, CA 94121, USA",1924,Greed
Eric von Stroheim,37.7894859,-122.415918,167AA1DA-FA8F-4FAA-A1C7-A389958A1A23,"1126 Bush St, San Francisco, CA 94109, USA",1924,Greed
Eric von Stroheim,37.7764699,-122.4262854,97688CCC-4A22-40EB-8C38-DBEE63D0C003,"Laguna St & Hayes St, San Francisco, CA 94102, USA",1924,Greed
Alan Crosland,37.7864375,-122.408053,49BDA835-7DBF-487F-BEA7-EA27A9532AB4,"Powell St & O'Farrell St, San Francisco, CA 94102, USA",1927,The Jazz Singer
Alan Crosland,37.7864358,-122.4080526,A764A7EB-9C6A-445D-B1AD-06B8BF9AC1F7,"Powell St & O'Farrell St, San Francisco, CA 94102, USA",1927,The Jazz Singer
W.S. Van Dyke,37.8026894,-122.4058361,63C2A0C3-53D6-4D21-8DEB-AC8986D7FB59,"Coit Tower, San Francisco, CA 94133, USA",1936,After the Thin Man
W.S. Van Dyke,37.8026894,-122.4058361,D47A60C1-9BE8-4D69-A6AA-7476B278F3E2,"Coit Tower, San Francisco, CA 94133, USA",1936,After the Thin Man
W.S. Van Dyke,37.781907,-122.4078286,07A4685B-7729-4EE8-B7E7-5973D577AE77,"952 Mission St, San Francisco, CA 94103, USA",1936,San Francisco
W.S. Van Dyke,37.7792597,-122.4192646,8B12415C-B52B-4713-BD9E-63C37E49A261,"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA",1936,San Francisco
W.S. Van Dyke,37.781907,-122.4078286,782F3714-9966-46AB-879C-49FA9019179E,"952 Mission St, San Francisco, CA 94103, USA",1936,San Francisco
W.S. Van Dyke,37.7792597,-122.4192646,FF88AE3E-2709-45C8-B00B-4887BC43D33A,"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA",1936,San Francisco
Henry King,37.778507,-122.5139808,C07C73FB-8B11-4180-B5AC-84CDFFB77D36,"1090 Point Lobos Ave, San Francisco, CA 94121, USA",1938,Alexander's Ragtime Band
Henry King,37.7749295,-122.4194155,960468AF-8CAC-4BFA-87C1-B65EFFD6D5E3,"San Francisco, CA, USA",1938,Alexander's Ragtime Band
Henry King,37.7923897,-122.4104443,B7BB7230-2356-40AE-B307-3277A189D6FE,"950 Mason St, San Francisco, CA 94108, USA",1938,Alexander's Ragtime Band
Henry King,37.778507,-122.5139808,78C3EDD5-FECA-4FFA-B70E-4A776140966B,"1090 Point Lobos Ave, San Francisco, CA 94121, USA",1938,Alexander's Ragtime Band
Henry King,37.7749295,-122.4194155,28993BB6-F7D1-4535-A221-2AB7403FFE4E,"San Francisco, CA, USA",1938,Alexander's Ragtime Band
Henry King,37.7923897,-122.4104443,7AAE4CA3-C26F-4AAC-9935-B6F987FA852A,"950 Mason St, San Francisco, CA 94108, USA",1938,Alexander's Ragtime Band
W.S. Van Dyke,37.7982799,-122.3778182,6A212F85-28E0-4586-BEEF-8F6320F2FA25,"San Francisco – Oakland Bay Bridge, San Francisco – Oakland Bay Bridge, San Francisco, CA, USA",1941,Shadow of the Thin Man
W.S. Van Dyke,37.7888546,-122.3873878,F717C2FA-3737-4692-9D8E-7561A8D2B701,"Bay Bridge, San Francisco, CA 94111, USA",1941,Shadow of the Thin Man
John Huston,37.8199286,-122.4782551,2EF5B4A5-C0D1-4C42-9DBD-38B5DEDE8DAC,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1941,The Maltese Falcon
John Huston,37.7955703,-122.3933208,5FDD89E3-4521-4745-951C-C1EBA1CAED4B,"Ferry Building, 1 The Embarcadero, San Francisco, CA 94105, USA",1941,The Maltese Falcon
John Huston,37.7883735,-122.4228974,52F5BFF3-D9DD-412C-AA77-95E65A12CB31,"Bush St, San Francisco, CA 94115, USA",1941,The Maltese Falcon
John Huston,37.8199286,-122.4782551,B0A2BA46-EE8D-4C0B-8056-51031D3706C7,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1941,The Maltese Falcon
John Huston,37.7955703,-122.3933208,C018B374-BACD-4529-8ACF-A15031C01BCE,"Ferry Building, 1 Ferry Building, San Francisco, CA 94111, USA",1941,The Maltese Falcon
John Huston,37.7883735,-122.4228974,F4DAE588-495A-431F-A601-E062E8DBA16A,"Bush St, San Francisco, CA 94115, USA",1941,The Maltese Falcon
Raoul Walsh,37.781907,-122.4078286,B3637E4E-B7A9-4C8E-AF92-E35C19732BE0,"952 Mission St, San Francisco, CA 94103, USA",1942,Gentleman Jim
Raoul Walsh,37.781907,-122.4078286,A511F9E0-97E8-499D-AF50-0F39ABCB79C3,"952 Mission St, San Francisco, CA 94103, USA",1942,Gentleman Jim
Delmer Daves,37.8199286,-122.4782551,C949676C-3F8D-4A31-AB6F-F9B13A967207,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1947,Dark Passage
Delmer Daves,37.8017724,-122.4043841,F1158965-B42B-47C9-A2DF-B08D302BDB4B,"Malloch Building, 1360 Montgomery St, San Francisco, CA 94133, USA",1947,Dark Passage
Delmer Daves,37.7995352,-122.4238833,A3FAB841-C6C3-4D44-92DD-FC884D79938A,"Filbert St, San Francisco, CA, USA",1947,Dark Passage
Delmer Daves,37.8199286,-122.4782551,CEB76E38-72E3-494B-8F7F-4C6E95C49C09,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1947,Dark Passage
Delmer Daves,37.8017724,-122.4043841,EFABD88B-3142-4F45-A54A-622DF50E8882,"Malloch Building, 1360 Montgomery St, San Francisco, CA 94133, USA",1947,Dark Passage
Delmer Daves,37.7995352,-122.4238833,F91BE76D-DBFD-41A6-BFB4-60C255924F2C,"Filbert St, San Francisco, CA, USA",1947,Dark Passage
Vincent Sherman,37.7885369,-122.4132913,5D2F9A30-E221-4E01-80EB-71F0172FB752,"795 Sutter St, San Francisco, CA 94109, USA",1947,Nora Prentiss
Vincent Sherman,37.7885369,-122.4132913,9707DDFA-2C5B-4076-9303-30E83224DCD5,"795 Sutter St, San Francisco, CA 94109, USA",1947,Nora Prentiss
Orson Welles,37.7698646,-122.4660947,81845734-3C39-4A21-ADE4-29126A477826,"55 Music Concourse Dr, San Francisco, CA 94118, USA",1947,The Lady from Shanghai
Orson Welles,37.796333,-122.407032,F2DAF2B1-9F28-4E4C-B09A-B0E704106850,"1021 Grant Ave # 6, San Francisco, CA 94133, USA",1947,The Lady from Shanghai
Orson Welles,37.7694208,-122.4862138,F0105BF7-3098-403D-8043-B0477CDA7A9B,"Golden Gate Park, San Francisco, CA, USA",1947,The Lady from Shanghai
Orson Welles,37.7951498,-122.4042959,2862FB55-3112-4489-996C-854B3DB87CC5,"750 Kearny St, San Francisco, CA 94108, USA",1947,The Lady from Shanghai
Orson Welles,37.7698646,-122.4660947,2EFB53FF-A456-408A-988A-094AD0770E0C,"55 Music Concourse Dr, San Francisco, CA 94118, USA",1947,The Lady from Shanghai
Orson Welles,37.796333,-122.407032,3572E8D8-1781-4512-943A-F3335246E494,"1021 Grant Ave # 6, San Francisco, CA 94133, USA",1947,The Lady from Shanghai
Orson Welles,37.7694208,-122.4862138,4BD2AA4A-5E90-4CF4-A0BB-BC094BD4A455,"Golden Gate Park, San Francisco, CA, USA",1947,The Lady from Shanghai
Orson Welles,37.7951498,-122.4042959,14A20447-BFB7-44D0-AE73-75C81EFEC7DB,"750 Kearny St, San Francisco, CA 94108, USA",1947,The Lady from Shanghai
George Stevens,37.7923897,-122.4104443,FBB5E338-50AC-4147-911B-07E91BDF3C15,"950 Mason St, San Francisco, CA 94108, USA",1948,I Remember Mama
George Stevens,37.7955703,-122.3933208,ED129467-3326-45C1-918A-D10F5AC26333,"Ferry Building, 1 The Embarcadero, San Francisco, CA 94105, USA",1948,I Remember Mama
George Stevens,37.8028779,-122.4080715,09A43C16-D63A-4F01-A4F4-20402A579B93,"Grant Ave, San Francisco, CA, USA",1948,I Remember Mama
George Stevens,37.7923897,-122.4104443,FC82C4AE-C99C-4957-BCB1-53C779FFFEA2,"950 Mason St, San Francisco, CA 94108, USA",1948,I Remember Mama
George Stevens,37.7954456,-122.3936138,67F7F005-A562-4505-AE88-1676A4F41C3F,"Ferry Building, San Francisco, CA 94105, USA",1948,I Remember Mama
George Stevens,37.8028779,-122.4080715,C2C2E949-601F-44BE-B9B9-C721D8E731F4,"Grant Ave, San Francisco, CA, USA",1948,I Remember Mama
Joseph L. Mankiewicz,37.7869708,-122.4105671,3B40B0FC-D80A-486E-8BF0-E48446493AB4,"445 Geary St, San Francisco, CA 94102, USA",1950,All About Eve
Joseph L. Mankiewicz,37.7869708,-122.4105671,E1A42EE2-EA8C-494A-ABA7-9012C6F3234C,"445 Geary St, San Francisco, CA 94102, USA",1950,All About Eve
Rudolph Mate,37.7920527,-122.409182,B99E18E9-CDD0-4680-B3D8-1FBAF08692CD,"California St & Powell St, San Francisco, CA 94108, USA",1950,D.O.A
Rudolph Mate,37.7741874,-122.4420882,88498060-67DD-4FB5-A335-97E00F49435C,"San Francisco, CA 94117, USA",1950,D.O.A
Rudolph Mate,37.7955703,-122.3933208,B6515E9A-75C4-44F3-894D-38AA4591C092,"Ferry Building, 1 The Embarcadero, San Francisco, CA 94105, USA",1950,D.O.A
Rudolph Mate,37.7879938,-122.4074374,03085F3D-E40A-49A4-A78A-9A09A6C9634A,"Union Square, San Francisco, CA 94108, USA",1950,D.O.A
Rudolph Mate,37.78761799999999,-122.4087882,69858EB4-8D62-4BB2-B85E-58F5D13655B6,"335 Powell St, San Francisco, CA 94102, USA",1950,D.O.A
Rudolph Mate,37.7924898,-122.4141357,7B471F52-1826-4732-8D5F-153932DA0C99,"1298 Sacramento St, San Francisco, CA 94108, USA",1950,D.O.A
Rudolph Mate,37.7915187,-122.4101366,CE0D75DD-89CF-400C-B926-15C4EF677884,"999 California St, San Francisco, CA 94108, USA",1950,D.O.A
Rudolph Mate,37.7944659,-122.3947991,EC17DC1B-1F0E-4CB5-9E88-38DA43D3B720,"Market St & Steuart St, San Francisco, CA 94105, USA",1950,D.O.A
Rudolph Mate,37.7785241,-122.4056342,713CFA15-D380-4A98-A49E-31EC45C00278,"6th St, San Francisco, CA, USA",1950,D.O.A
Rudolph Mate,37.7920536,-122.4091837,54B5C46B-9244-4BE3-8482-6578235C5143,"California St & Powell St, San Francisco, CA 94108, USA",1950,D.O.A
Rudolph Mate,37.7741874,-122.4420882,5A06AE60-D5ED-4983-86FA-9AB15C95ABB7,"San Francisco, CA 94117, USA",1950,D.O.A
Rudolph Mate,37.7955703,-122.3933208,AA98ADB4-EC20-4190-83F9-6AFFF9E4459A,"Ferry Building, 1 Ferry Building, San Francisco, CA 94111, USA",1950,D.O.A
Rudolph Mate,37.7879938,-122.4074374,0D4E4C08-DF97-4200-9162-B38E75111FB3,"Union Square, San Francisco, CA 94108, USA",1950,D.O.A
Rudolph Mate,37.78761799999999,-122.4087882,C0DA143B-C1F8-4E01-9DBB-4C2B0C7D283E,"335 Powell St, San Francisco, CA 94102, USA",1950,D.O.A
Rudolph Mate,37.7924898,-122.4141357,59BF6035-2918-48F7-88BC-7002B62B5A65,"1298 Sacramento St, San Francisco, CA 94108, USA",1950,D.O.A
Rudolph Mate,37.7915187,-122.4101366,9731AD3E-3D6A-499C-997B-BC389551BEA4,"999 California St, San Francisco, CA 94108, USA",1950,D.O.A
Rudolph Mate,37.7944659,-122.3947991,B0025C48-8820-477A-AA04-19D3807E3AB1,"Market St & Steuart St, San Francisco, CA 94105, USA",1950,D.O.A
Norman Foster,37.7951498,-122.4042959,DD93DBDD-6132-4039-9D15-3F0DA848A0DE,"750 Kearny St, San Francisco, CA 94108, USA",1950,Woman on the Run
Norman Foster,37.7835179,-122.4068622,B580BC13-A551-4A83-A513-277B139CB578,"835 Market St, San Francisco, CA 94103, USA",1950,Woman on the Run
Norman Foster,37.791162,-122.41091,6717A862-CCD7-49EE-9FBF-20922947C61F,"819 Mason St, San Francisco, CA 94108, USA",1950,Woman on the Run
Norman Foster,37.7940098,-122.4058703,E9794C1E-D94A-4967-8914-A31A100846C7,"772 Commercial St, San Francisco, CA 94108, USA",1950,Woman on the Run
Norman Foster,37.7877516,-122.4287783,1924CFA1-B64D-42BF-BBE5-4DFCAF928333,"1801 Laguna St, San Francisco, CA 94115, USA",1950,Woman on the Run
Norman Foster,37.7946262,-122.4115554,C5E874FF-592E-47B5-9AD8-F54B3A35707D,"1201 Mason St, San Francisco, CA 94108, USA",1950,Woman on the Run
Norman Foster,37.7951498,-122.4042959,99924A53-689F-48E6-8EF0-FF6ECFF56741,"750 Kearny St, San Francisco, CA 94108, USA",1950,Woman on the Run
Norman Foster,37.7835179,-122.4068622,B5495C04-061B-4869-9EA8-71733387E8A6,"835 Market St, San Francisco, CA 94103, USA",1950,Woman on the Run
Norman Foster,37.791162,-122.41091,082509B4-8321-479C-B0FD-C4250038099E,"819 Mason St, San Francisco, CA 94108, USA",1950,Woman on the Run
Norman Foster,37.7940098,-122.4058703,31A90FA9-58F1-4C80-A7F5-B6F2F0601370,"772 Commercial St, San Francisco, CA 94108, USA",1950,Woman on the Run
Norman Foster,37.7877728,-122.428671,D9D70A02-F0C7-404A-8A30-B05950D09652,"1801 Laguna St, San Francisco, CA 94115, USA",1950,Woman on the Run
Norman Foster,37.7947385,-122.4117095,01705329-83DE-43E4-A8D8-E4C7D6A4FCA1,"1201 Mason St, San Francisco, CA 94108, USA",1950,Woman on the Run
Robert Wise,37.8013407,-122.4056674,F92C3E22-056D-4E8A-BC85-71C5D3823098,"Telegraph Hill, San Francisco, CA, USA",1951,The House on Telegraph Hill
Robert Wise,37.7733717,-122.4214214,EB794AFB-C21A-4EBA-BDB6-DA5421F4938D,"Market St, San Francisco, CA, USA",1951,The House on Telegraph Hill
Robert Wise,37.8026894,-122.4058361,B3685614-D83F-492B-8223-0DE421C168FE,"Coit Tower, San Francisco, CA 94133, USA",1951,The House on Telegraph Hill
Robert Wise,37.8004781,-122.404539,2227615A-460E-4C08-9B55-5C4BE2389966,"1227 Montgomery St, San Francisco, CA 94133, USA",1951,The House on Telegraph Hill
Robert Wise,37.8013407,-122.4056674,9D0DA4FC-D18C-48A2-B42F-AB488340E8E8,"Telegraph Hill, San Francisco, CA, USA",1951,The House on Telegraph Hill
Robert Wise,37.7733717,-122.4214214,3898B5EA-2A43-4D57-9FCE-5CD2FD8DC77D,"Market St, San Francisco, CA, USA",1951,The House on Telegraph Hill
Robert Wise,37.8026894,-122.4058361,20D551D9-724A-456C-AAA2-5851EB2B2589,"Coit Tower, San Francisco, CA 94133, USA",1951,The House on Telegraph Hill
Robert Wise,37.8004781,-122.404539,B98957E9-ECB0-46E1-90E5-4FD999FC941A,"1227 Montgomery St, San Francisco, CA 94133, USA",1951,The House on Telegraph Hill
David Miller,37.80098510000001,-122.4267626,4FC1C990-9B6B-4D1D-9DA0-49A232493422,"Lombard St, San Francisco, CA, USA",1952,Sudden Fear
David Miller,37.8007589,-122.4197824,392020CE-39B7-4E72-A599-C30777EABC4B,"1201 Greenwich St, San Francisco, CA 94109, USA",1952,Sudden Fear
David Miller,37.7931691,-122.4105791,16AC9835-E937-47EC-B562-6BE6CB95D4C3,"1000 Mason St, San Francisco, CA 94108, USA",1952,Sudden Fear
David Miller,37.7957424,-122.4399559,BB8C1586-1B5B-44AD-8A15-C33621CDF1CB,"2800 Scott St, San Francisco, CA 94123, USA",1952,Sudden Fear
David Miller,37.80098510000001,-122.4267626,59B9D47E-E678-4739-BE1D-EB1466F317E4,"Lombard St, San Francisco, CA, USA",1952,Sudden Fear
David Miller,37.8007589,-122.4197824,5C658DCD-F210-4449-81D7-4828FF3A2C69,"1201 Greenwich St, San Francisco, CA 94109, USA",1952,Sudden Fear
David Miller,37.7931691,-122.4105791,E44E9351-4888-4B53-91D7-40B428984D62,"1000 Mason St, San Francisco, CA 94108, USA",1952,Sudden Fear
David Miller,37.7957424,-122.4399559,B50BF67A-B940-484A-A65B-89FD9E1ECFF7,"2800 Scott St, San Francisco, CA 94123, USA",1952,Sudden Fear
Edward Dmytryk,37.7992627,-122.3976732,E1A3AA6C-46ED-4A7C-BD58-02A353D212B7,"Embarcadero, San Francisco, CA, USA",1954,The Caine Mutiny
Edward Dmytryk,37.8199286,-122.4782551,9DD772D5-5785-416F-A262-B4892C31FCA5,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1954,The Caine Mutiny
Edward Dmytryk,37.7992627,-122.3976732,DB99E561-53D3-42AE-A787-64575EC0FF67,"Embarcadero, San Francisco, CA, USA",1954,The Caine Mutiny
Edward Dmytryk,37.8199286,-122.4782551,1A40309D-979B-4DB4-99E9-9F8294D0A8F0,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1954,The Caine Mutiny
Robert Gordon,37.730416,-122.384424,8DF0D64A-84AB-470A-9F31-A18D8DEBA622,"Bayview, San Francisco, CA, USA",1955,It Came From Beneath the Sea
Robert Gordon,37.8040257,-122.4650165,6F89534D-98C5-4BB2-9C74-533005F3D588,"Crissy Field, San Francisco, CA 94129, USA",1955,It Came From Beneath the Sea
Robert Gordon,37.8199286,-122.4782551,2422EA21-181A-4432-811B-A6D2C3773D4C,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1955,It Came From Beneath the Sea
Robert Gordon,37.730416,-122.384424,C7309C05-7127-4B85-B69E-1A591DBEF350,"Bayview, San Francisco, CA, USA",1955,It Came From Beneath the Sea
Robert Gordon,37.8040257,-122.4650165,EAFA4698-58B4-4CFA-B8FC-ED5FF811E26D,"Crissy Field, San Francisco, CA 94129, USA",1955,It Came From Beneath the Sea
Robert Gordon,37.8199286,-122.4782551,07662161-1891-4ED6-91FB-8324C335007D,"Golden Gate Bridge, Golden Gate Bridge, San Francisco, CA, USA",1955,It Came From Beneath the Sea
Cecil B. DeMille,37.8015353,-122.4101955,43A56DE3-F342-430C-A3BD-C516812DA36C,"666 Filbert St, San Francisco, CA 94133, USA",1956,The Ten Commandments
Cecil B. DeMille,37.8015353,-122.4101955,48E94025-B57F-43D2-8BD5-71B5DE82799B,"666 Filbert St, San Francisco, CA 94133, USA",1956,The Ten Commandments
George Sidney,37.792733,-122.427541,A1632C31-E727-4B4A-AC98-9BB426DB7851,"2080 Washington St, San Francisco, CA 95986, USA",1957,Pal Joey
George Sidney,37.8026894,-122.4058361,B447D4D3-CFE1-4096-96C0-3BFDBD2845E8,"Coit Tower, San Francisco, CA 94133, USA",1957,Pal Joey
George Sidney,37.781907,-122.4078286,A9B75DDE-EE0F-4A05-92A2-6EC3C8646749,"952 Mission St, San Francisco, CA 94103, USA",1957,Pal Joey
George Sidney,37.792733,-122.427541,7FBFF5D1-78D6-49BE-9D12-7452AE1431ED,"2080 Washington St, San Francisco, CA 95986, USA",1957,Pal Joey
George Sidney,37.8026894,-122.4058361,C4A7D001-A2D0-4E7C-AEB3-00D3E421110D,"Coit Tower, San Francisco, CA 94133, USA",1957,Pal Joey
George Sidney,37.781907,-122.4078286,D5018261-D1CE-4F16-9DF5-7C3FEE405A74,"952 Mission St, San Francisco, CA 94103, USA",1957,Pal Joey
Don Siegel,37.7790928,-122.4207053,0A23CDD4-726B-40F9-8A4D-AEBFAB979430,"401 Van Ness Ave #110, San Francisco, CA 94102, USA",1958,The Lineup
Don Siegel,37.7992627,-122.3976732,1ED9AE9E-4353-4647-B93F-C26280568E06,"Embarcadero, San Francisco, CA, USA",1958,The Lineup
Don Siegel,37.7804369,-122.5136935,C092950B-520B-46CF-873D-841567E1CF71,"1004 Point Lobos Ave, San Francisco, CA 94121, USA",1958,The Lineup
Don Siegel,37.7698646,-122.4660947,D45FEBA2-8242-4E1A-A542-9853D013C77E,"55 Music Concourse Dr, San Francisco, CA 94118, USA",1958,The Lineup
Don Siegel,37.809594,-122.412272,2ECFCA96-96E4-4FF6-B9CD-75F856B95B03,"Pier 41, San Francisco, CA 94133, USA",1958,The Lineup
Don Siegel,37.7915187,-122.4101366,A82B00F6-31A3-4373-AAF3-223D5C91CD7A,"999 California St, San Francisco, CA 94108, USA",1958,The Lineup
Don Siegel,37.79340090000001,-122.4294272,47BB2431-499A-4412-86E8-586BE32E513B,"2090 Jackson St, San Francisco, CA 94109, USA",1958,The Lineup
Don Siegel,37.7786,-122.4207995,2272E23C-4662-4A12-BED6-BB727BA344C0,"301 Van Ness Ave, San Francisco, CA 94102, USA",1958,The Lineup
Don Siegel,37.7992627,-122.3976732,013C9CB1-B4B6-4052-9ABB-A78086DABB56,"Embarcadero, San Francisco, CA, USA",1958,The Lineup
Don Siegel,37.7804369,-122.5136935,5CAE9F4F-A58B-4336-AF00-156993F12B68,"1004 Point Lobos Ave, San Francisco, CA 94121, USA",1958,The Lineup
Don Siegel,37.7698646,-122.4660947,6B737B02-EB1E-4186-BE1A-FF689F854D9A,"55 Music Concourse Dr, San Francisco, CA 94118, USA",1958,The Lineup
Don Siegel,37.809594,-122.412272,57A08A3C-A400-48A4-AD8A-5A6E07EBD492,"Pier 41, San Francisco, CA 94133, USA",1958,The Lineup
Don Siegel,37.7915187,-122.4101366,3606D31C-279E-4CA0-8DB2-2DBCD813491F,"999 California St, San Francisco, CA 94108, USA",1958,The Lineup
Don Siegel,37.79340090000001,-122.4294272,5C566E21-56E2-43B5-B5D7-0014B314332E,"2090 Jackson St, San Francisco, CA 94109, USA",1958,The Lineup
Alfred Hitchcock,37.8020161,-122.448329,5895F868-DD7B-416D-A694-665A9340BC51,"3601 Lyon St, San Francisco, CA 94123, USA",1958,Vertigo
Alfred Hitchcock,37.7885828,-122.4159912,301C50AC-6D5B-4D53-AE1F-419481C84A32,"940 Sutter St, San Francisco, CA 94109, USA",1958,Vertigo
Alfred Hitchcock,37.760628,-122.3866097,6C3DB4E9-9871-4199-8451-9B014C72EDF6,"404-448 20th St, San Francisco, CA 94107, USA",1958,Vertigo
Alfred Hitchcock,37.7673037,-122.4400432,2EC10B1B-8AF3-4D63-B1F6-F80ECA8FC99B,"355 Buena Vista Ave E, San Francisco, CA 94117, USA",1958,Vertigo
Alfred Hitchcock,37.7632318,-122.404668,42C4A4CD-3E6B-424F-BBD0-7ECB435AD9DF,"2nd, 2101 Mariposa St, San Francisco, CA 94107, USA",1958,Vertigo
Alfred Hitchcock,37.7643873,-122.4268969,5575DE78-29FA-40D3-9DD1-831490A7A37C,"3321 16th St, San Francisco, CA 94114, USA",1958,Vertigo
Alfred Hitchcock,37.7824854,-122.4241254,E55F3E41-C1C3-4A1F-80E8-B3C3B008713F,"Eddy St & Gough St, San Francisco, CA 94109, USA",1958,Vertigo
Alfred Hitchcock,37.8106185,-122.4770527,514FE844-FC81-4795-BE42-D44F79F7105E,"Long Ave & Marine Dr, San Francisco, CA 94129, United States",1958,Vertigo
Alfred Hitchcock,37.7923897,-122.4104443,AFF13929-3267-4199-99B1-0391D14E79A7,"950 Mason St, San Francisco, CA 94108, USA",1958,Vertigo
Alfred Hitchcock,37.7969869,-122.4036641,9C5B6F02-9DD6-49D0-B7EF-9F5D74F540EA,"847 Montgomery St, San Francisco, CA 94133, USA",1958,Vertigo
Alfred Hitchcock,37.7725839,-122.4602253,C44DA025-6F01-412B-9349-AA97A19E00F5,"Conservatory of Flowers, 100 John F Kennedy Dr, San Francisco, CA 94118, USA",1958,Vertigo
Alfred Hitchcock,37.7907139,-122.4044473,E24A960B-46A5-4FC1-819B-0C5736ED26E2,"Bush St & Claude Ln, San Francisco, CA 94108, USA",1958,Vertigo
Alfred Hitchcock,37.7844661,-122.5008419,A8F8E52E-77A6-453B-B8C4-F60D93A925B5,"100 34th Ave, San Francisco, CA 94121, USA",1958,Vertigo
Alfred Hitchcock,37.7931691,-122.4105791,A2B3714E-F3ED-484C-9F4E-35DC7A22C2B2,"1000 Mason St, San Francisco, CA 94108, USA",1958,Vertigo
Alfred Hitchcock,37.8025573,-122.4165967,CEB5912B-F978-4B69-92E3-87F1DA3C1B64,"900 Lombard St, San Francisco, CA 94133, USA",1958,Vertigo
Alfred Hitchcock,37.7827079,-122.4242063,153DC662-452B-4ED9-A0DF-8C04E9AA57C3,"1007 Gough St, San Francisco, CA 94109, USA",1958,Vertigo
Alfred Hitchcock,37.8020161,-122.448329,EC0479D6-AA67-4BB2-8727-96F284D5D71C,"3601 Lyon St, San Francisco, CA 94123, USA",1958,Vertigo
Alfred Hitchcock,37.7885828,-122.4159912,227BCFF6-67A3-44E2-8D69-686C0AE72F1E,"940 Sutter St, San Francisco, CA 94109, USA",1958,Vertigo
Alfred Hitchcock,37.760628,-122.3866097,F8384201-6C35-4B18-95D5-F1B2DEEDE3C8,"404-448 20th St, San Francisco, CA 94107, USA",1958,Vertigo
Alfred Hitchcock,37.7673037,-122.4400432,E6D9AD73-37A0-420C-83A5-5A91F338956A,"355 Buena Vista Ave E, San Francisco, CA 94117, USA",1958,Vertigo
Alfred Hitchcock,36.8458264,-121.5362177,2B5995F0-E7B0-4CEB-95CE-C1AF6400CBD1,"406 2nd St, San Juan Bautista, CA 95045, USA",1958,Vertigo
Alfred Hitchcock,37.7643873,-122.4268969,6DB6F350-B3F2-42FC-87B5-73BE617A3EB2,"3321 16th St, San Francisco, CA 94114, USA",1958,Vertigo
Alfred Hitchcock,37.7824854,-122.4241254,BDE5678B-C582-4097-B9C1-57D6EB3A4776,"Eddy St & Gough St, San Francisco, CA 94109, USA",1958,Vertigo
Alfred Hitchcock,37.8106185,-122.4770527,713220EF-5F7C-404D-A08B-0118E4AFB5AC,"Long Ave & Marine Dr, San Francisco, CA 94129, United States",1958,Vertigo
Alfred Hitchcock,37.7923897,-122.4104443,EB204859-DE77-42DF-8C10-E87D46B13E7F,"950 Mason St, San Francisco, CA 94108, USA",1958,Vertigo
Alfred Hitchcock,37.7969869,-122.4036641,CF06788E-E01E-456B-83DF-8C262F833419,"847 Montgomery St, San Francisco, CA 94133, USA",1958,Vertigo
Alfred Hitchcock,37.7722845,-122.4586814,EB6C22EC-CB75-4E89-9354-D1BB85F5D7DD,"Conservatory of Flowers, 100 John F Kennedy Dr, San Francisco, CA 94118, USA",1958,Vertigo
Alfred Hitchcock,37.7907167,-122.4044317,BC91E06B-901C-497D-A279-4DFC2D5DDBC0,"Bush St & Claude Ln, San Francisco, CA 94108, USA",1958,Vertigo
Alfred Hitchcock,37.7844661,-122.5008419,F767539D-9B1E-49D3-AA3B-4BDB5E0F9C60,"100 34th Ave, San Francisco, CA 94121, USA",1958,Vertigo
